Age,Gender,Marital Status,Location,Income,Employment Status,Credit History,Credit Score,Previous Card Usage,Spending Habits,Previous Offer Response,Card Type,Card Interest Rate,Annual Fee,Customer Engagement,Communication Preferences,Target Response
29,Female,Single,Urban,48000,Employed,Poor,359,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,309,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,304,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,377,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,362,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,315,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,324,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,395,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,355,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,390,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,381,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,337,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,305,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,346,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,344,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,358,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,311,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,316,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,367,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,380,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,397,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,357,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,300,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,302,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,348,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,389,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,376,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,318,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,360,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,325,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,365,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,312,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,396,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,387,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,339,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,340,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,335,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,383,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,399,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,354,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,321,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,331,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,378,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,385,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,342,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,382,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,373,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,374,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,322,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,327,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,310,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,369,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,329,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,333,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,366,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,332,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,349,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,343,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,326,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,345,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,307,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,328,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,351,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,350,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,319,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,306,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,301,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,364,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,314,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,398,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,384,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,356,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,334,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,368,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,353,Low,Low,No,Discover,18%,75,Low,Email,No
29,Female,Single,Urban,48000,Employed,Poor,320,Low,Low,No,Discover,18%,75,Low,Email,No
29,Male,Single,Urban,61018,Employed,Good,738,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
29,Male,Single,Urban,62319,Employed,Good,790,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
29,Male,Single,Urban,64573,Employed,Good,779,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
29,Male,Single,Urban,65621,Employed,Good,798,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
29,Male,Single,Urban,66644,Employed,Good,856,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
29,Male,Single,Urban,66804,Employed,Good,807,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
29,Male,Single,Urban,69978,Employed,Good,789,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
29,Male,Single,Suburban,70839,Employed,Good,734,Medium,0.8,Accepted,Premium,0.15,150,Medium,Email,Positive
29,Male,Single,Suburban,80126,Employed,Good,720,Medium,0.8,Accepted,Premium,0.15,150,Medium,Email,Positive
29,Male,Single,Urban,80180,Employed,Good,836,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
29,Male,Single,Urban,80783,Employed,Good,763,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
29,Male,Single,Urban,89060,Employed,Good,787,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
29,Male,Single,Urban,92873,Employed,Good,772,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
29,Male,Single,Urban,94064,Employed,Good,822,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
29,Male,Single,Urban,95338,Employed,Good,822,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
29,Male,Single,Urban,96213,Employed,Good,850,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
29,Male,Single,Urban,99567,Employed,Good,883,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
30,Male,Single,Rural,20649,Employed,Fair,616,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Rural,20954,Employed,Fair,631,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Rural,21157,Employed,Fair,637,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Rural,21449,Employed,Fair,622,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Rural,21645,Employed,Fair,630,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Rural,21872,Employed,Fair,630,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Rural,22317,Employed,Fair,619,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Rural,22347,Employed,Fair,603,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Rural,22460,Employed,Fair,629,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Rural,22669,Employed,Fair,622,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Rural,22815,Employed,Fair,633,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Rural,22855,Employed,Fair,619,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Rural,23083,Employed,Fair,616,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Rural,23589,Employed,Fair,623,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Rural,23625,Employed,Fair,612,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Rural,23891,Employed,Fair,618,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Rural,24137,Employed,Fair,617,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Rural,24876,Employed,Fair,602,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Rural,24938,Employed,Fair,620,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Suburban,29410,Employed,Fair,602,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Suburban,30509,Employed,Fair,626,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Suburban,33743,Employed,Fair,626,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Suburban,34389,Employed,Fair,630,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Urban,37932,Employed,Fair,631,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Male,Single,Urban,39841,Employed,Fair,616,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
30,Female,Single,Urban,50000,Employed,Excellent,790,Medium,Medium,Yes,Gold,12%,0,Medium,Email,Yes
30,Male,Married,Urban,60141,Self-Employed,Fair,659,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,60185,Self-Employed,Fair,650,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,60299,Self-Employed,Fair,635,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,60312,Self-Employed,Fair,655,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,60474,Self-Employed,Fair,658,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,60497,Self-Employed,Fair,648,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,60901,Self-Employed,Fair,650,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,60951,Self-Employed,Fair,651,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,61303,Self-Employed,Fair,626,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,61396,Self-Employed,Fair,635,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,61559,Self-Employed,Fair,642,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,61681,Self-Employed,Fair,640,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,62135,Self-Employed,Fair,648,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,62654,Self-Employed,Fair,620,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,62658,Self-Employed,Fair,627,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,62660,Self-Employed,Fair,657,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,62686,Self-Employed,Fair,642,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,62949,Self-Employed,Fair,642,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,62959,Self-Employed,Fair,647,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,63216,Self-Employed,Fair,645,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,63227,Self-Employed,Fair,651,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,63248,Self-Employed,Fair,636,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,63321,Self-Employed,Fair,634,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,63362,Self-Employed,Fair,640,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,63475,Self-Employed,Fair,658,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,63515,Self-Employed,Fair,635,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,63564,Self-Employed,Fair,639,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,63725,Self-Employed,Fair,657,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,63732,Self-Employed,Fair,627,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,64050,Self-Employed,Fair,624,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,64255,Self-Employed,Fair,627,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,64303,Self-Employed,Fair,626,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Single,Urban,64357,Employed,Good,783,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
30,Male,Married,Urban,64474,Self-Employed,Fair,621,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,64484,Self-Employed,Fair,632,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,64876,Self-Employed,Fair,647,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Married,Urban,64901,Self-Employed,Fair,625,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
30,Male,Single,Urban,65008,Employed,Good,841,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
30,Male,Single,Urban,65080,Employed,Good,813,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
30,Male,Single,Urban,68734,Employed,Good,766,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
30,Male,Single,Urban,70137,Employed,Good,838,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
30,Male,Single,Urban,73268,Employed,Good,786,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
30,Male,Single,Urban,80309,Employed,Good,872,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
30,Male,Married,Suburban,83095,Employed,Good,709,Medium,0.8,Accepted,Premium,0.15,150,Medium,Email,Positive
30,Male,Single,Urban,84462,Employed,Good,828,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
30,Male,Single,Urban,87493,Employed,Good,822,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
30,Male,Single,Urban,98824,Employed,Good,806,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
30,Female,Single,Urban,99426,Employed,Good,802,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Single,Rural,20194,Employed,Fair,616,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Rural,20417,Employed,Fair,635,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Rural,20510,Employed,Fair,627,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Rural,20922,Employed,Fair,615,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Rural,21112,Employed,Fair,614,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Rural,21237,Employed,Fair,632,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Rural,21602,Employed,Fair,631,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Rural,21862,Employed,Fair,601,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Rural,21963,Employed,Fair,633,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Rural,22238,Employed,Fair,607,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Rural,22264,Employed,Fair,623,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Rural,22396,Employed,Fair,614,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Rural,22538,Employed,Fair,622,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Rural,22832,Employed,Fair,618,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Rural,24082,Employed,Fair,618,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Rural,24180,Employed,Fair,628,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Rural,24534,Employed,Fair,635,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Rural,24720,Employed,Fair,624,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Suburban,28839,Employed,Fair,607,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Suburban,33777,Employed,Fair,607,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Urban,39600,Employed,Fair,636,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Single,Urban,39824,Employed,Fair,619,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
31,Male,Married,Suburban,60000,Employed,Fair,670,Medium,Medium,Yes,Mastercard,16%,75,High,Email,Yes
31,Male,Married,Urban,60655,Self-Employed,Fair,658,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Single,Urban,60943,Employed,Good,781,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Married,Urban,61035,Self-Employed,Fair,645,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,61089,Self-Employed,Fair,656,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,61249,Self-Employed,Fair,638,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,61402,Self-Employed,Fair,646,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Single,Urban,61514,Employed,Good,777,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Married,Urban,61537,Self-Employed,Fair,628,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,61807,Self-Employed,Fair,659,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,61961,Self-Employed,Fair,626,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,62246,Self-Employed,Fair,653,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Single,Urban,62286,Employed,Good,798,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Married,Urban,62413,Self-Employed,Fair,633,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,62660,Self-Employed,Fair,627,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,62723,Self-Employed,Fair,631,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,62728,Self-Employed,Fair,634,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,62996,Self-Employed,Fair,653,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,63067,Self-Employed,Fair,623,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,63265,Self-Employed,Fair,640,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Single,Urban,63268,Employed,Good,844,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Married,Urban,63921,Self-Employed,Fair,644,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,63928,Self-Employed,Fair,627,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,64107,Self-Employed,Fair,653,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,64141,Self-Employed,Fair,657,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,64378,Self-Employed,Fair,622,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,64488,Self-Employed,Fair,628,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,64838,Self-Employed,Fair,630,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Married,Urban,64964,Self-Employed,Fair,641,Low,Low,No,Visa,19%,75,Medium,Phone,Yes
31,Male,Single,Urban,65090,Employed,Good,843,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Single,Suburban,66467,Employed,Good,711,Medium,0.8,Accepted,Premium,0.15,150,Medium,Email,Positive
31,Male,Single,Urban,69252,Employed,Good,884,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Single,Urban,76052,Employed,Good,769,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Single,Urban,77670,Employed,Good,828,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Single,Urban,78402,Employed,Good,880,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Single,Urban,79052,Employed,Good,785,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Single,Urban,79080,Employed,Good,879,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Single,Urban,79447,Employed,Good,797,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Single,Urban,80302,Employed,Good,779,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Single,Urban,81809,Employed,Good,799,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Single,Urban,85825,Employed,Good,883,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Single,Urban,87071,Employed,Good,743,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Single,Urban,88511,Employed,Good,861,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Single,Urban,92179,Employed,Good,795,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Single,Urban,93739,Employed,Good,833,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Single,Suburban,96676,Employed,Good,723,Medium,0.8,Accepted,Premium,0.15,150,Medium,Email,Positive
31,Male,Single,Urban,97678,Employed,Good,828,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Single,Urban,98661,Employed,Good,749,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
31,Male,Single,Urban,98781,Employed,Good,844,High,0.8,Accepted,Premium,0.15,150,High,Email,Positive
32,Male,Single,Rural,20035,Employed,Fair,628,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
32,Male,Single,Rural,20155,Employed,Fair,619,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
32,Male,Single,Rural,20451,Employed,Fair,629,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
32,Male,Single,Rural,20507,Employed,Fair,601,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
32,Male,Single,Rural,20623,Employed,Fair,627,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
32,Male,Single,Rural,21017,Employed,Fair,604,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
32,Male,Single,Rural,21139,Employed,Fair,618,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
32,Male,Single,Rural,22156,Employed,Fair,613,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
32,Male,Single,Rural,22320,Employed,Fair,604,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
32,Male,Single,Rural,22796,Employed,Fair,629,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
32,Male,Single,Rural,22909,Employed,Fair,629,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
32,Male,Single,Rural,22912,Employed,Fair,611,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
32,Male,Single,Rural,23029,Employed,Fair,611,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
32,Male,Single,Rural,23877,Employed,Fair,606,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
32,Male,Single,Rural,24121,Employed,Fair,603,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
32,Male,Single,Rural,24295,Employed,Fair,603,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
32,Male,Single,Rural,24334,Employed,Fair,608,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
32,Male,Single,Rural,24411,Employed,Fair,628,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
32,Male,Single,Rural,24542,Employed,Fair,623,,0.5,No Response,Standard,0.2,80,Low,Mail,Negative
